# k             sigma       delta     v       da        db       vsr       u   t_trans   itmax    nmax    dt       dx     
  0.0035     0.00000219    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0060     0.00000561    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0085     0.00000895    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0110     0.00000988    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0135     0.00000536    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0160    -0.00000831    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0185    -0.00003546    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0210    -0.00008095    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0235    -0.00015003    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0260    -0.00024840    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0285    -0.00038204    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0310    -0.00055705    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0335    -0.00077975    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0360    -0.00105643    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0385    -0.00139346    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0410    -0.00179717    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0435    -0.00227374    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0460    -0.00282920    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0485    -0.00346941    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0510    -0.00420006    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0535    -0.00502659    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0560    -0.00595421    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0585    -0.00698789    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0610    -0.00813231    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0635    -0.00939195    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0660    -0.01077101    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0685    -0.01227347    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0710    -0.01390299    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0735    -0.01566309    0.200   80.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0010     0.00000218    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0035     0.00002603    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0060     0.00007513    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0085     0.00014681    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0110     0.00023711    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0135     0.00034085    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0160     0.00045176    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0185     0.00056261    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0210     0.00066544    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0235     0.00075161    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0260     0.00081198    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0285     0.00083723    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0310     0.00081785    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0335     0.00074420    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0360     0.00060677    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0385     0.00039622    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0410     0.00010350    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0435    -0.00028018    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0460    -0.00076318    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0485    -0.00135352    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0510    -0.00205877    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0535    -0.00288604    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0560    -0.00384205    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0585    -0.00493306    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0610    -0.00616491    0.200   90.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0010     0.00000436    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0035     0.00005264    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0060     0.00015256    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0085     0.00029985    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0110     0.00048820    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0135     0.00070945    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0160     0.00095374    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0185     0.00120999    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0210     0.00146596    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0235     0.00170866    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0260     0.00192469    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0285     0.00210043    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0310     0.00222215    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0335     0.00227643    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0360     0.00225012    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0385     0.00213061    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0410     0.00190586    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0435     0.00156445    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0460     0.00109563    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0485     0.00048939    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0510    -0.00026360    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0535    -0.00117199    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0560    -0.00224369    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0585    -0.00348610    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0610    -0.00490581    0.200  100.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0010     0.00000677    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0035     0.00008202    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0060     0.00023781    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0085     0.00046772    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0110     0.00076223    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0135     0.00110914    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0160     0.00149400    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0185     0.00190054    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0210     0.00231117    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0235     0.00270759    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0260     0.00307116    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0285     0.00338309    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0310     0.00362504    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0335     0.00377925    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0360     0.00382872    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0385     0.00375743    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0410     0.00355032    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0435     0.00319345    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0460     0.00267387    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0485     0.00197975    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0510     0.00110028    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0535     0.00002558    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0560    -0.00125316    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0585    -0.00274393    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0610    -0.00445394    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0010     0.00000677    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0025     0.00004201    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0040     0.00010689    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0055     0.00020047    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0070     0.00032135    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0085     0.00046772    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0100     0.00063739    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0115     0.00082786    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0130     0.00103624    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0145     0.00125940    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0160     0.00149400    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0175     0.00173642    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0190     0.00198292    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0205     0.00222958    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0220     0.00247248    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0235     0.00270759    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0250     0.00293088    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0265     0.00313828    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0280     0.00332571    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0295     0.00348927    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0310     0.00362504    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0325     0.00372919    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0340     0.00379803    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0355     0.00382799    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0370     0.00381556    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0385     0.00375743    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0400     0.00365040    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0415     0.00349137    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0430     0.00327744    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0445     0.00300583    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0460     0.00267387    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0475     0.00227904    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0490     0.00181901    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0505     0.00129150    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0520     0.00069433    0.200  110.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0010     0.00000941    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0025     0.00005846    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0040     0.00014876    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0055     0.00027890    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0070     0.00044687    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0085     0.00065004    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0100     0.00088532    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0115     0.00114904    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0130     0.00143715    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0145     0.00174529    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0160     0.00206865    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0175     0.00240228    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0190     0.00274101    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0205     0.00307956    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0220     0.00341263    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0235     0.00373479    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0250     0.00404066    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0265     0.00432499    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0280     0.00458253    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0295     0.00480822    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0310     0.00499712    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0325     0.00514449    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0340     0.00524571    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0355     0.00529639    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0370     0.00529234    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0385     0.00522958    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0400     0.00510429    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0415     0.00491289    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0430     0.00465198    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0445     0.00431840    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0460     0.00390911    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0475     0.00342125    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0490     0.00285225    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0505     0.00219965    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0520     0.00146114    0.200  120.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0010     0.00001229    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0025     0.00007633    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0040     0.00019417    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0055     0.00036382    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0070     0.00058245    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0085     0.00084644    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0100     0.00115144    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0115     0.00149241    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0130     0.00186387    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0145     0.00225974    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0160     0.00267367    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0175     0.00309896    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0190     0.00352883    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0205     0.00395638    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0220     0.00437463    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0235     0.00477662    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0250     0.00515558    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0265     0.00550485    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0280     0.00581796    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0295     0.00608864    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0310     0.00631091    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0325     0.00647905    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0340     0.00658757    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0355     0.00663135    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0370     0.00660547    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0385     0.00650533    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0400     0.00632659    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0415     0.00606527    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0430     0.00571752    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0445     0.00527983    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0460     0.00474893    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0475     0.00412184    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0490     0.00339571    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0505     0.00256793    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0520     0.00163612    0.200  130.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0010     0.00001539    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0025     0.00009562    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0040     0.00024311    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0055     0.00045516    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0070     0.00072791    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0085     0.00105648    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0100     0.00143497    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0115     0.00185669    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0130     0.00231429    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0145     0.00279982    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0160     0.00330489    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0175     0.00382095    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0190     0.00433926    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0205     0.00485100    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0220     0.00534739    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0235     0.00581987    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0250     0.00626007    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0265     0.00665986    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0280     0.00701151    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0295     0.00730755    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0310     0.00754094    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0325     0.00770499    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0340     0.00779343    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0355     0.00780038    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0370     0.00772031    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0385     0.00754813    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0400     0.00727901    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0415     0.00690858    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0430     0.00643277    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0445     0.00584784    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0460     0.00515028    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0475     0.00433699    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0490     0.00340503    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0505     0.00235178    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0520     0.00117481    0.200  140.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0010     0.00001872    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0025     0.00011632    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0040     0.00029555    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0055     0.00055283    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0070     0.00088303    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0085     0.00127970    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0100     0.00173508    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0115     0.00224050    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0130     0.00278636    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0145     0.00336243    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0160     0.00395815    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0175     0.00456270    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0190     0.00516511    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0205     0.00575448    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0220     0.00632015    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0235     0.00685174    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0250     0.00733922    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0265     0.00777303    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
