           1   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.0000000000000000        1.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000     
           2   1.0546917162437677E-034   1.0546917162437677E-034   3.1306472253385717E-204   3.1306472253385717E-204   6.6112400906824206E-205  -6.6112400906824206E-205  0.99999999999955236       0.99999999999955236       -1.0606913902077514E-170  -1.0606913902077514E-170  -2.1737388253480167E-172   2.1737388253480167E-172
           3   1.3812907521681378E-034   1.3812907521681378E-034   5.3305015227847764E-204   5.3305015227847764E-204   1.1199871269065287E-204  -1.1199871269065287E-204  0.99999999999920897       0.99999999999920897       -1.9015683527573165E-170  -1.9015683527573165E-170  -3.8969986893473748E-172   3.8969986893473748E-172
           4   1.9262134046623961E-034   1.9262134046623961E-034   8.7564490094306331E-204   8.7564490094306331E-204   1.8346400150151817E-204  -1.8346400150151817E-204  0.99999999999894673       0.99999999999894673       -2.5840793250288441E-170  -2.5840793250288441E-170  -5.2957095800448661E-172   5.2957095800448661E-172
           5   2.6761672403465753E-034   2.6761672403465753E-034   1.3792514219489122E-203   1.3792514219489122E-203   2.8851108641411120E-204  -2.8851108641411120E-204  0.99999999999874756       0.99999999999874756       -3.1536443754943357E-170  -3.1536443754943357E-170  -6.4629535825776325E-172   6.4629535825776325E-172
           6   3.7189010169228388E-034   3.7189010169228388E-034   2.1210784741292967E-203   2.1210784741292967E-203   4.4323936553080377E-204  -4.4323936553080377E-204  0.99999999999859757       0.99999999999859757       -3.6438976964620692E-170  -3.6438976964620692E-170  -7.4676592753754555E-172   7.4676592753754555E-172
           7   5.1678591015190856E-034   5.1678591015190856E-034   3.2126130011994532E-203   3.2126130011994532E-203   6.7089987101651463E-204  -6.7089987101651463E-204  0.99999999999848577       0.99999999999848577       -4.0798107058602510E-170  -4.0798107058602510E-170  -8.3610020909681507E-172   8.3610020909681507E-172
           8   7.1813652500522706E-034   7.1813652500522706E-034   4.8177585166901382E-203   4.8177585166901382E-203   1.0056747766076139E-203  -1.0056747766076139E-203  0.99999999999840372       0.99999999999840372       -4.4799913121987679E-170  -4.4799913121987679E-170  -9.1811163383167268E-172   9.1811163383167268E-172
           9   9.9793751626020865E-034   9.9793751626020865E-034   7.1771905756394172E-203   7.1771905756394172E-203   1.4977571567441896E-203  -1.4977571567441896E-203  0.99999999999834488       0.99999999999834488       -4.8583768727151136E-170  -4.8583768727151136E-170  -9.9565646840267382E-172   9.9565646840267382E-172
          10   1.3867548216935622E-033   1.3867548216935622E-033   1.0644343906692441E-202   1.0644343906692441E-202   2.2208560902546470E-203  -2.2208560902546470E-203  0.99999999999830402       0.99999999999830402       -5.2254809490245543E-170  -5.2254809490245543E-170  -1.0708893203881184E-171   1.0708893203881184E-171
          11   1.9270634723090711E-033   1.9270634723090711E-033   1.5738238205421102E-202   1.5738238205421102E-202   3.2832135211192220E-203  -3.2832135211192220E-203  0.99999999999827716       0.99999999999827716       -5.5893116993821094E-170  -5.5893116993821094E-170  -1.1454513499481787E-171   1.1454513499481787E-171
          12   2.6778876613541379E-033   2.6778876613541379E-033   2.3221054779568692E-202   2.3221054779568692E-202   4.8437829236912369E-203  -4.8437829236912369E-203  0.99999999999826117       0.99999999999826117       -5.9560486395743847E-170  -5.9560486395743847E-170  -1.2206089625153122E-171   1.2206089625153122E-171
          13   3.7212486406775410E-033   3.7212486406775410E-033   3.4212057619363418E-202   3.4212057619363418E-202   7.1359876243605957E-203  -7.1359876243605957E-203  0.99999999999825373       0.99999999999825373       -6.3305416097608058E-170  -6.3305416097608058E-170  -1.2973560650777906E-171   1.2973560650777906E-171
          14   5.1711248554550320E-033   5.1711248554550320E-033   5.0354886432728680E-202   5.0354886432728680E-202   1.0502609885086757E-202  -1.0502609885086757E-202  0.99999999999825284       0.99999999999825284       -6.7166789342170806E-170  -6.7166789342170806E-170  -1.3764895153759220E-171   1.3764895153759220E-171
          15   7.1859031343404179E-033   7.1859031343404179E-033   7.4063226358459292E-202   7.4063226358459292E-202   1.5447025499828845E-202  -1.5447025499828845E-202  0.99999999999825695       0.99999999999825695       -7.1176593592061236E-170  -7.1176593592061236E-170  -1.4586648517697161E-171   1.4586648517697161E-171
          16   9.9856811234506068E-033   9.9856811234506068E-033   1.0888157378189967E-201   1.0888157378189967E-201   2.2708441766424041E-202  -2.2708441766424041E-202  0.99999999999826505       0.99999999999826505       -7.5361932266831076E-170  -7.5361932266831076E-170  -1.5444375209793330E-171   1.5444375209793330E-171
          17   1.3876311110112263E-032   1.3876311110112263E-032   1.6001502070257525E-201   1.6001502070257525E-201   3.3372384399760376E-202  -3.3372384399760376E-202  0.99999999999827627       0.99999999999827627       -7.9746516238516010E-170  -7.9746516238516010E-170  -1.6342934442029898E-171   1.6342934442029898E-171
          18   1.9282811822664052E-032   1.9282811822664052E-032   2.3510724273607327E-201   2.3510724273607327E-201   4.9032947492446690E-202  -4.9032947492446690E-202  0.99999999999828981       0.99999999999828981       -8.4351773045423624E-170  -8.4351773045423624E-170  -1.7286717489039698E-171   1.7286717489039698E-171
