# k             sigma       delta     v       da        db       vsr       u   t_trans   itmax    nmax    dt       dx     
  0.0010    -0.00001472    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0110    -0.00000387    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0210    -0.00009121    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0310    -0.00056101    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0410    -0.00179144    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0510    -0.00418101    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0610    -0.00809656    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0710    -0.01384777    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0810    -0.02168134    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0910    -0.03178589    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1010    -0.04430096    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1110    -0.05932671    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1210    -0.07693282    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1310    -0.09716545    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1410    -0.12005308    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1510    -0.14561105    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1610    -0.17384497    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1710    -0.20475330    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1810    -0.23832940    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1910    -0.27456307    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2010    -0.31344159    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2110    -0.35495068    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2210    -0.39907518    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2310    -0.44579957    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2410    -0.49510831    0.200   80.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0010    -0.00001276    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0110     0.00022377    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0210     0.00065678    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0310     0.00081790    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0410     0.00011687    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0510    -0.00202741    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0610    -0.00611171    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0710    -0.01252515    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0810    -0.02155525    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0910    -0.03340535    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1010    -0.04821355    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1110    -0.06606944    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1210    -0.08702686    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1310    -0.11111415    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1410    -0.13834154    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1510    -0.16870656    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1610    -0.20219803    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1710    -0.23879912    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1810    -0.27848914    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1910    -0.32124540    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2010    -0.36704431    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2110    -0.41586211    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2210    -0.46767547    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2310    -0.52246190    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2410    -0.58019997    0.200   90.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0010    -0.00001170    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0110     0.00034660    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0210     0.00105176    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0310     0.00152058    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0410     0.00103848    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0510    -0.00107416    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0610    -0.00537747    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0710    -0.01229423    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0810    -0.02212543    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0910    -0.03507525    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1010    -0.05127603    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1110    -0.07080785    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1210    -0.09371380    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1310    -0.12001122    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1410    -0.14969979    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1510    -0.18276723    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1610    -0.21919362    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1710    -0.25895406    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1810    -0.30202111    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1910    -0.34836623    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2010    -0.39796078    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2110    -0.45077683    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2210    -0.50678758    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2310    -0.56596770    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2410    -0.62829351    0.200   95.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000

  0.0010    -0.00001377    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0110     0.00010691    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0210     0.00027541    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0310     0.00012272    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0410    -0.00082913    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0510    -0.00306710    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0610    -0.00702311    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0710    -0.01304831    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0810    -0.02141205    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.0910    -0.03231258    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1010    -0.04589045    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1110    -0.06224202    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1210    -0.08143020    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1310    -0.10349298    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1410    -0.12845029    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1510    -0.15630896    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1610    -0.18706644    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1710    -0.22071358    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1810    -0.25723688    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.1910    -0.29661973    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2010    -0.33884386    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2110    -0.38389011    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2210    -0.43173905    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2310    -0.48237148    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000
  0.2410    -0.53576869    0.200   85.000    1.000    5.000    1.500   25.000      0     599999    600  0.00100  1.00000

  0.0010    -0.00002155    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0010    -0.00002155    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0110    -0.00021838    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0210    -0.00085998    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0010    -0.00002155    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0110    -0.00021838    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0210    -0.00085998    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0010    -0.00002155    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0110    -0.00021838    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0210    -0.00085998    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0010    -0.00002155    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0110    -0.00021838    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0210    -0.00085998    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0010    -0.00002155    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0110    -0.00021838    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0210    -0.00085998    0.100   85.000    1.000   10.000    2.500   25.000      0     599999    600  0.00100  1.00000
  0.0010    -0.00000160    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.0110    -0.00019895    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.0210    -0.00084181    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.0010    -0.00000160    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.0110    -0.00019895    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.0210    -0.00084181    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.0310    -0.00221652    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.0410    -0.00470710    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.0510    -0.00872225    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.0610    -0.01464251    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.0710    -0.02279296    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.0810    -0.03343546    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.0910    -0.04677232    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.1010    -0.06295481    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.1110    -0.08209280    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.1210    -0.10426347    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.1310    -0.12951875    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.1410    -0.15789123    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.1510    -0.18939898    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.1610    -0.22404915    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.1710    -0.26184083    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.1810    -0.30276723    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.1910    -0.34681739    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.2010    -0.39397747    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.2110    -0.44423170    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.2210    -0.49756320    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.2310    -0.55395453    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
  0.2410    -0.61338811    0.100   85.000    1.000   10.000    2.500   25.000     99     599999    600  0.00100  1.00000
